Course Names,descriptions,prereq,Breadth requirements,distribution requirements
MSE160H1 - Molecules and Materials,"This course will cover both the fundamentals and applications of molecular chemistry as it relates to the properties of materials. Fundamental topics will include: (1) the design of chemical structures and their relationship to optical and electronic properties; (2) the chemistry and physics of covalent and non-covalent bonding; (3) the relationship of atomic bonding to molecular geometry and local symmetry; (4) crystal structures of extended solids; and (5) extension of these principles to electronic structure, elasticity, and vector and tensor descriptions of materials properties. Applications to diverse areas of engineering will be discussed.",,,
MSE458H1 - Nanotechnology in Alternate Energy Systems,"The unique surface properties and the ability to surface engineer nanocrystalline structures renders these materials to be ideal candidates for use in corrosion, catalysis and energy conversion devices. This course deals with the fabrication of materials suitable for use as protective coatings, and their specific exploitation in fields of hydrogen technologies (electrolysis, storage, and fuel cells) linked to renewables. These new devices are poised to have major impacts on power generation utilities, the automotive sector, and society at large. The differences in observed electrochemical behavior between amorphous, nanocrystalline and polycrystalline solid materials will be discussed in terms of their surface structure and surface chemistry. A major team design project along with demonstrative laboratory exercises constitutes a major portion of this course. Limited Enrolment.",,,
PHY180H1 - Classical Mechanics,"Mechanics forms the basic background for the understanding of physics. This course on Classical, or Newtonian mechanics, considers the interactions which influence motion. These interactions are described in terms of the concepts of force, momentum and energy. Initially the focus is on the mechanics of a single particle, considering its motion in a particular frame of reference, and transformations between reference frames. Then the dynamics of systems of particles is examined.",,,
PHY293H1 - Waves and Modern Physics,"The first half of the semester will give an introduction to the basic ideas of classical oscillations and waves. Topics include simple harmonic motion, forced and damped harmonic motion, coupled oscillations, normal modes, the wave equation, travelling waves and reflection and transmission at interfaces. The second half of the semester will first give an introduction to Einstein's special relativity, including evidence for the frame-independence of the speed of light, time dilation, length contraction, causality, and the relativistic connection between energy and momentum. Then we will follow the historical development of quantum mechanics with the photo-electric and Compton effects, the Bohr atom, wave-particle duality, leading to Schrödinger's equation and wave functions with a discussion of their general properties and probabilistic interpretation.",,,
PHY294H1 - Quantum and Thermal Physics,"The first half of the semester will continue with the development of quantum mechanics. Topics will include Shrödinger's wave mechanics, tunneling, bound states in potential wells, the quantum oscillator, and atomic spectra. The second half of the semester will give an introduction to the basic ideas of classical statistical mechanics and radiation, with applications to experimental physics. Topics will include Boltzmann's interpretation of entropy, Maxwell-Boltzman statistics, energy equipartition, the perfect gas laws, and blackbody radiation.",PHY293H1,,
PHY327H1 - Advanced Physics Laboratory,Experiments in this course are designed to form a bridge to current experimental research. A wide range of experiments are available using contemporary techniques and equipment. In addition to the standard set of experiments a limited number of research projects are also available. Many of the experiments can be carried out with a focus on instrumentation.,,,
PHY427H1 - Advanced Physics Laboratory,"Experiments in this course are designed to form a bridge to current experimental research. A wide range of experiments are available using contemporary techniques and equipment. In addition to the standard set of experiments, a limited number of research projects may be available. This laboratory is a continuation of PHY327H1.",PHY327H1,,
ROB301H1 - Introduction to Robotics,"The course is intended to provide an introduction and a very interdisciplinary experience to robotics. The structure of the course is modular and reflects the perception-control-action paradigm of robotics. The course, however, aims for breadth, covering an introduction to the key aspects of general robotic systems, rather than depth, which is available in later more advanced courses. Applications addressed include robotics in space, autonomous terrestrial exploration, biomedical applications such as surgery and assistive robots, and personal robotics. The course culminates in a hardware project centered on robot integration.",ESC204H1,,
ROB310H1 - Mathematics for Robotics,"The course addresses advanced mathematical concepts particularly relevant for robotics. The mathematical tools covered in this course are fundamental for understanding, analyzing, and designing robotics algorithms that solve tasks such as robot path planning, robot vision, robot control and robot learning. Topics include complex analysis, optimization techniques, signals and filtering, advanced probability theory, and numerical methods. Concepts will be studied in a mathematically rigorous way but will be motivated with robotics examples throughout the course.","MAT185H1, MAT292H1",,
ROB311H1 - Artificial Intelligence,"An introduction to the fundamental principles of artificial intelligence from a mathematical perspective. The course will trace the historical development of AI and describe key results in the field. Topics include the philosophy of AI, search methods in problem solving, knowledge representation and reasoning, logic, planning, and learning paradigms. A portion of the course will focus on ethical AI, embodied AI, and on the quest for artificial general intelligence.",Prerequisite: ECE286H1/ECE302H1 and ECE345H1/ECE358H1/CSC263H1,,
ROB313H1 - Introduction to Learning from Data,"This course will introduce students to the topic of machine learning, which is key to the design of intelligent systems and gaining actionable insights from datasets that arise in computational science and engineering. The course will cover the theoretical foundations of this topic as well as computational aspects of algorithms for unsupervised and supervised learning. The topics to be covered include: The learning problem, clustering and k-means, principal component analysis, linear regression and classification, generalized linear models, bias-variance tradeoff, regularization methods, maximum likelihood estimation, kernel methods, the representer theorem, radial basis functions, support vector machines for regression and classification, an introduction to the theory of generalization, feedforward neural networks, stochastic gradient descent, ensemble learning, model selection and validation.","ECE286H1, MAT185H1, MAT195H1, CSC263H1/ECE358H1",,
ROB498H1 - Robotics Capstone Design,"The Robotics Capstone Design course is structured to provide students with an opportunity to integrate and apply the technical knowledge gained throughout their degree program toward the solution of a challenging real-world robotics problem. During the half-year course, students work in small teams and have considerable freedom to explore the design space while developing a complete robotic hardware and software system. The challenge task incorporates all aspects of the ""sense-plan-act"" robot design paradigm, with designs assessed based on engineering quality and performance relative to a series of benchmarks. In addition, each student completes a critical reflection on their team's performance and the evolution of their experience with design during their undergraduate program. Students are supported by a teaching team comprised of domain experts.",,,
ROB501H1 - Computer Vision for Robotics,"An introduction to aspects of computer vision specifically relevant to robotics applications. Topics include the geometry of image formation, basic image processing operations, camera models and calibration methods, image feature detection and matching, stereo vision, structure from motion and 3D reconstruction. Discussion of moving object identification and tracking as time permits.",ROB301H1/ECE324H1,,
ROB521H1 - Mobile Robotics and Perception,"The course addresses fundamentals of mobile robotics and sensor-based perception for applications such as space exploration, search and rescue, mining, self-driving cars, unmanned aerial vehicles, autonomous underwater vehicles, etc. Topics include sensors and their principles, state estimation, computer vision, control architectures, localization, mapping, planning, path tracking, and software frameworks. Laboratories will be conducted using both simulations and hardware kits.","ROB310H1, AER372H1",,
RSM430H1 - Fixed Income Securities,Describes important fixed income securities and markets. The course emphasizes traditional bond and term structure concepts crucial to understand the securities traded in these markets. Students are required to work in the Rotman Financial Research & Trading Lab to solve the assigned problems using real time data. Not eligible for CR/NCR option. Contact Rotman Commerce for details.,Rotman Commerce: RSM332H1; Actuarial Science: ACT349H1,,
RSM432H1 - Risk Management for Financial Managers,"This course examines the ways in which risks are quantified and managed by financial institutions. The principal risks considered include market risk, credit risk and operational risk. The course also covers the evolution of bank regulation and the regulatory limits on risk taking. Not eligible for CR/NCR option. Contact Rotman Commerce for details.",RSM333H1,,
RSM434H1 - Financial Trading Strategies,This course will use finance theory applied with Excel applications to understand potential returns and risks inherent in particular investment/trading strategies. Learning-by-doing will be facilitated by simulation-based Rotman Interactive Trader cases focused on particular risks. This training will be analogous to using a flight simulator for learning to fly. Not eligible for CR/NCR option. Contact Rotman Commerce for details.,RSM332H1,,
STA286H1 - Probability and Statistics,"A course in probability and statistics for Engineering Science students focusing on building solid probabilistic and statistical foundations. Topics include: sample space, events, definitions of probability, conditional probability, Bayes' theorem, important classes of discrete and continuous random variables and their distributions, joint, conditional, and marginal distributions, expectation, moment generating and characteristic functions, transformations of random variables, central limit theorem and approximations. Graphical methods, quantile plots, point and interval estimation of population parameters, method of maximum likelihood. Hypotheses testing, simple and multiple regression, correlation analysis, and introduction to Bayesian statistics. Minitab software is used to solve some assignment problems in the course.",,,
STA302H1 - Methods of Data Analysis I,"Introduction to data analysis with a focus on regression. Initial Examination of data. Correlation. Simple and multiple regression models using least squares. Inference for regression parameters, confidence and prediction intervals. Diagnostics and remedial measures. Interactions and dummy variables. Variable selection. Least squares estimation and inference for non-linear regression.",STA238H1/STA248H1/STA255H1/STA261H1/ECO227Y1/STAB57H3/STA258H5/STA260H5/ECO227Y5; CSC108H1/CSC110Y1/CSC120H1/CSC148H1/CSCA08H3/CSCA20H3/CSCA48H3/CSC108H5/CSC148H5; MAT221H1(70%)/MAT223H1/MAT240H1/MATA22H3/MATA23H3/MAT223H5/MAT240H5,,
STA347H1 - Probability,"An overview of probability from a non-measure theoretic point of view. Random variables/vectors; independence, conditional expectation/probability and consequences. Various types of convergence leading to proofs of the major theorems in basic probability. An introduction to simple stochastic processes such as Poisson and branching processes.","STA247H1(70%)/STA255H1(70%)/STA237H1(70%)/STA257H1/ECO227Y1/STAB52H3/STA256H5; MAT223H1/MAT240H1/MATA22H3//MATA23H3/MAT223H5/MAT240H5; MAT235Y1/MAT237Y1/MAT257Y1/(MATB41H3, MATB42H3)/(MAT232H5, MAT236H5)/(MAT233H5, MAT236H5) (Note: STA257H1, MAT223H1/MAT240H1, MAT237Y1/MAT257Y1 are very strongly recommended)",,
STA410H1 - Statistical Computation,"Programming in an interactive statistical environment. Generating random variates and evaluating statistical methods by simulation. Algorithms for linear models, maximum likelihood estimation, and Bayesian inference. Statistical algorithms such as the Kalman filter and the EM algorithm. Graphical display of data.",STA302H1/STAC67H3/STA302H5; CSC108H1/CSC110Y1/CSC120H1/CSC148H1/CSCA08H3/CSCA48H3/CSCA20H3/CSC108H5/CSC148H5; MAT223H1/MAT240H1/MATA22H3/MATA23H3/MAT223H5/MAT240H5,,
STA447H1 - Stochastic Processes,"Discrete and continuous time processes with an emphasis on Markov, Gaussian and renewal processes. Martingales and further limit theorems. A variety of applications taken from some of the following areas are discussed in the context of stochastic modeling: Information Theory, Quantum Mechanics, Statistical Analyses of Stochastic Processes, Population Growth Models, Reliability, Queuing Models, Stochastic Calculus, Simulation (Monte Carlo Methods).",STA347H1/MAT377H1/STAC62H3,,
